34,The Fellowship of the Ring (The Lord of the Rings  #1),JRR Tolkien,4.36,618346240,9780000194560,eng,398,2128944,13670,2003-09-05,Houghton Mifflin Harcourt
35,The Lord of the Rings (The Lord of the Rings  #1-3),JRR Tolkien and Alan  Lee,4.5,618260608,9780000194560,en-US,1216,1618,140,2002-10-01,Houghton Mifflin Harcourt
36,The Lord of the Rings: Weapons and Warfare,Chris   Smith and Christopher  Lee and Richard Taylor,4.53,618390976,9780000194560,eng,218,19822,46,2003-11-05,Houghton Mifflin Harcourt
37,The Lord of the Rings: Complete Visual Companion,Jude Fisher,4.5,618510848,9780000194560,eng,224,359,6,2004-11-15,Houghton Mifflin Harcourt
50,Hatchet (Brian's Saga  #1),Gary Paulsen,3.72,689840896,9780000194560,eng,208,270244,12017,2000-04-01,Atheneum Books for Young Readers: Richard Jackson Books
51,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes and Edward Sciranko and Keith Vasconcelles,4,1557344512,9780000194560,eng,48,36,2,1994-08-28,Teacher Created Resources
53,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,3.88,385326496,9780000194560,eng,144,2067,334,2001-01-23,Delacorte Press
54,Molly Hatchet - 5 of the Best,Molly Hatchet,4.33,1575606272,9780000194560,eng,56,6,0,2003-06-10,Cherry Lane Music Company
55,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,3.45,1595580288,9780000194560,en-US,228,99,16,2005-11-01,The New Press
57,A Changeling for All Seasons (Changeling Seasons #1),Angela Knight and Sahara Kelly and Judy Mays and Marteeka Karland and Kate Douglas and Shelby Morgen and Lacey Savage and Kate Hill and Willa Okati,3.76,1595962752,9780000194560,eng,304,167,4,2005-11-01,Changeling Press
58,Changeling (Changeling  #1),Delia Sherman,3.6,670059648,9780000194560,eng,256,978,111,2006-08-17,Viking Juvenile
59,The Changeling Sea,Patricia A McKillip,4.06,141312624,9780000194560,eng,137,4454,302,2003-04-14,Firebird
61,The Changeling,Zilpha Keatley Snyder,4.17,595321792,9780000194560,eng,228,1176,96,2004-06-08,iUniverse
63,The Changeling,Kate Horsley,3.55,1590301952,9780000194560,eng,339,301,43,2005-04-12,Shambhala
66,The Changeling (Daughters of England  #15),Philippa Carr,3.98,449146976,9780000194560,eng,369,345,12,1990-08-28,Ivy Books
67,The Known World,Edward P Jones,3.83,61159176,9780000194560,eng,388,29686,2626,2006-08-29,Amistad
69,The Known World,Edward P Jones,3.83,60749912,9780000194560,eng,576,22,3,2004-06-15,Harper
71,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,Satyajit Das,3.83,273704736,9780000194560,eng,334,1456,82,2006-05-15,FT Press
72,Artesia: Adventures in the Known World,Mark Smylie,4.13,1932386048,9780000194560,eng,352,52,4,2005-12-14,Archaia
74,The John McPhee Reader (John McPhee Reader  #1),John McPhee and William Howarth,4.42,374517184,9780000194560,eng,416,562,37,1982-06-01,Farrar  Straus and Giroux
75,Uncommon Carriers,John McPhee,3.95,374280384,9780000194560,en-US,248,1630,203,2006-05-16,Farrar Straus Giroux
76,Heirs of General Practice,John McPhee,4.17,374519744,9780000194560,eng,128,268,22,1986-04-01,Farrar  Straus and Giroux
77,The Control of Nature,John McPhee,4.24,374522592,9780000194560,en-US,288,3498,305,1990-09-01,Farrar  Straus and Giroux
78,Annals of the Former World,John McPhee,4.34,374518720,9780000194560,eng,720,3115,228,1999-01-06,Farrar  Straus and Giroux
79,Coming Into the Country,John McPhee,4.22,374522880,9780000194560,eng,448,5704,261,1991-04-01,Farrar  Straus and Giroux
80,La Place de la Concorde Suisse,John McPhee,3.92,374519328,9780000194560,fre,160,698,52,1994-04-01,Farrar  Straus and Giroux
81,Giving Good Weight,John McPhee,4.23,374516000,9780000194560,eng,288,542,36,1994-04-01,Farrar  Straus and Giroux
83,Rising from the Plains,John McPhee,4.23,374520672,9780000194560,eng,208,1341,98,1987-11-01,Farrar  Straus and Giroux
85,The Heidi Chronicles,Wendy Wasserstein,3.75,822205120,9780000194560,eng,81,1423,70,2002-03-01,Dramatists Play Service
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.84,679734976,9780000194560,eng,249,2766,64,1991-07-02,Vintage
